Page,,Section,English Text,Chinese Text,"Section ID
"," Button Text
",Link,Image File,Status,Notes,,,,,,,
Home,About,culture_body,"Our culture is built on long-term trust, intellectual honesty, emotional empathy, strategic thinking, deep personalization, ecosystem collaboration, and meaningful human relationships. We operate as a boutique educational ecosystem rather than a large-scale transactional agency. We value depth over scale, quality over quantity, alignment over sales, and authentic development over superficial prestige.",我們的企業文化建立在長期信任、認知誠實、情緒共情、戰略思維、深度個性化、資源整合與有意義的人際關係之上。我們不是大規模交易型機構，而是一個精品教育成長生態系統。我們更重視深度高於規模、品質高於數量、理念匹配高於銷售，以及真實成長高於表面名校光環。,,,,,Approved,关于我们说明,,,,,,,
Home,About,philosophy_title,Educational Philosophy,教育理念,,,,,Approved,关于我们说明,,,,,,,
Home,About,philosophy_body,"Education is not simply about helping students enter elite schools. Education is about helping students understand themselves, build confidence, develop resilience, maintain emotional well-being, discover meaningful direction, and become capable of building fulfilling lives.",教育並不只是把學生送進名校。真正有意義的教育，是幫助學生認識自己、建立自信、發展韌性、保持情緒健康、找到有意義的方向，並逐漸擁有建立豐富人生的能力。,,,,,Approved,关于我们说明,,,,,,,
Home,About,team_title,Our Advisory Team,我們的顧問團隊,,,,,Approved,关于我们说明,,,,,,,
Home,Team,team_intro,"Animetro Education Consulting operates through a boutique advisory and resource-integration model. Based on each student’s needs, we bring together education consultants, mentors, writing advisors, STEM coaches, and student development specialists across North America and Asia.",艾美加教育顧問採用精品化顧問與資源整合模式，根據每位學生與家庭的具體需求，整合北美、亞洲與專業教育領域的顧問、導師、寫作教練、STEM 教練與學生成長支持資源。,,,,,Approved,关于我们说明,,,,,,,
Home,Team,team_emily,"Emily H. | Founder & Strategic Education Consultant | Canada / North America | Emily specializes in long-term educational strategy, private school and university pathway planning, neurodiversity-informed student support, family education strategy, GPA management, school communication, and whole-person development.",Emily H.｜創辦人｜戰略教育顧問｜加拿大 / 北美｜Emily 專注於長期教育策略、菁英私校與大學申請路徑規劃、多元學習學生支持、家庭教育策略、GPA 管理、學校溝通與完整人格發展。,,,,,Approved,关于我们说明,,,,,,,
Home,Team,team_Leonard,"Leonard W. | Co-Founder & Senior Education Strategy Advisor

MBA, Ohio University
Bachelor’s Degree in English Literature, Beijing Foreign Languages University

Certified Conference & Simultaneous Interpreter

Leonard brings extensive expertise in strategic education consulting, narrative-driven university application development, academic positioning, and long-term student pathway planning. His background in international communication, interpretation, and cross-cultural strategy enables him to help students articulate authentic personal stories, strengthen global communication skills, and build compelling educational profiles for competitive admissions environments.","Leonard W.｜聯合創辦人暨資深教育策略顧問

美國俄亥俄大學（Ohio University）MBA
北京外國語大學（Beijing Foreign Studies University）英語文學學士

專業國際會議與同步口譯員

Leonard 長期深耕於國際教育規劃、學生升學策略與跨文化溝通領域，擁有豐富的教育諮詢與國際交流經驗。他專注於學生整體升學定位、大學申請策略、個人敘事建構（Personal Narrative Development）、學術與活動履歷規劃，以及學生長期成長路徑設計。

憑藉其英語文學、國際商業管理與專業口譯背景，Leonard 對於語言表達、邏輯思維、文化差異與高層次溝通具有深厚理解，能夠協助學生從眾多申請者中建立清晰而具辨識度的個人形象與學術故事。

他特別擅長引導學生發掘自身優勢與核心價值，將學術成就、課外活動、領導力、個人經歷與未來目標整合成具有真實性與說服力的申請內容，幫助學生在競爭激烈的北美升學環境中展現獨特競爭力。

Leonard 同時具備多年國際會議及高端商務同步口譯經驗，熟悉中西方教育文化與國際溝通方式，能為國際家庭提供更全面、更深入的教育策略支持與跨文化升學規劃。",,,,,Approved,关于我们说明,,,,,,,
Home,Team,team_frances,"Frances W. | Co-Founder & Asia Strategic Partnerships Lead | MBA; Based in Hong Kong and Beijing | Frances brings over 25 years of experience in venture capital, senior government relations, cross-border business development, strategic partnerships, and high-net-worth family relationship management. She supports Asia-based families with regional communication, education partnership development, resource coordination, and cross-border education planning.",Frances W.｜聯合創辦人｜亞洲戰略合作與高端家庭關係負責人｜MBA；常駐香港及北京｜Frances 擁有超過 25 年創投、資深政府關係、跨境商務發展、戰略合作與高淨值家庭關係管理經驗。她負責支持亞洲家庭溝通、區域教育合作、資源協調與跨國教育規劃。,,,,,Approved,关于我们说明,,,,,,,
Home,Team,team_lloyd,"Dr. Lloyd P.| Strategic Partner & Senior U.S. Education Strategy Advisor | Based in Philadelphia | Dr. Lloyd is a strategic partner of Animetro Education Consulting and brings over 40 years of experience in education consulting, U.S. school and university advising, academic pathway planning, student development, and family education guidance. He supports families with U.S. education strategy, university positioning, long-term student development, and educational fit within the North American education system.",Dr. Lloyd L.｜戰略合作夥伴｜美國教育策略資深顧問｜常駐費城｜Dr. Lloyd 是艾美加教育顧問的戰略合作夥伴，擁有超過 40 年教育顧問、美國學校與大學升學指導、學術路徑規劃、學生發展與家庭教育諮詢經驗。他支持家庭進行美國教育策略、大學定位、長期學生發展與北美教育體系下的教育匹配規劃。,,,,,Approved,关于我们说明,,,,,,,
Home,Team,team_David,"Dr. Wong | Senior Psychology & Student Development Advisor | PhD, University of Waterloo; Professor at the University of Toronto | Dr. Wong brings over 35 years of experience in psychology, student development, learning profiles, emotional well-being, and family support. As a Senior Advisor for Animetro Education Consulting, he supports the development of student well-being, psychoeducational understanding, and whole-person growth frameworks.",Dr. Wong｜資深心理學與學生發展顧問｜University of Waterloo 博士; University of Toronto 教授｜Dr. Wong 擁有超過 35 年心理學、學生發展、學習特質、情緒健康與家庭支持經驗。作為艾美加教育顧問的資深顧問，他支持學生心理健康、心理教育理解與完整人格成長框架的發展。,,,,,Approved,关于我们说明,,,,,,,
,Team,team_brooke,"Brooke D. | Boarding School & Student Life Advisor; Director of Art Portfolio Development | Master’s degree in Print Media, Central Academy of Fine Arts; Senior Curator and Donor, Gu Yuan Art Museum, China; Project-Based Special Curator, The Metropolitan Museum of Art | Brooke has contributed to the preservation, donation, and public presentation of Gu Yuan’s artistic legacy, including the donation of over 300 pieces of Gu Yuan’s artworks and related materials to the Gu Yuan Art Museum. She supports students with boarding school adjustment, student life planning, and art portfolio development.",Brooke D.｜寄宿學校與學生生活顧問；藝術作品集發展總監｜中央美術學院版畫專業碩士；中國古元美術館資深策展人與捐贈人；美國大都會藝術博物館項目制特邀策展人｜Brooke 長期參與古元藝術遺產的保存、捐贈與公共展示工作，包括向中國古元美術館捐贈超過 300 件古元藝術作品及相關資料。她支持學生寄宿學校適應、學生生活規劃與藝術作品集發展。,,,,,Approved,关于我们说明,,,,,,,
Home,Why,why_title,Why Families Choose Animetro,為什麼家庭選擇艾美加教育顧問,,,,,Approved,优势标题,,,,,,,
Home,Why,why_1,Personalized pathway planning,個性化路徑規劃,,,,,Approved,优势点,,,,,,,
Home,Why,why_2,Cross-border education insight,跨國教育體系經驗,,,,,Approved,优势点,,,,,,,
Home,Why,why_3,Family-centered guidance,以家庭為中心的諮詢支持,,,,,Approved,优势点,,,,,,,
Home,Why,why_4,"Academic, STEAM, athletics, and gifted learner strategy",學術、STEAM、運動員與天賦學生綜合規劃,,,,,Approved,优势点,,,,,,,
Home,Process,process_title,Our Consulting Process,我們的諮詢流程,,,,,Approved,流程标题,,,,,,,
Home,Process,process_1,Initial family consultation,初步家庭諮詢,,,,,Approved,流程步骤,,,,,,,
Home,Process,process_2,Student profile review,學生畫像與背景評估,,,,,Approved,流程步骤,,,,,,,
Home,Process,process_3,Personalized pathway strategy,个性化路径策略制定,,,,,Approved,流程步骤,,,,,,,
Home,Process,process_4,Ongoing planning and execution support,持续规划与执行支持,,,,,Approved,流程步骤,,,,,,,
Home,Testimonials,testimonials_title,Family Testimonials,家長與學生反饋,,,,,,,,,,,,,
Home,Testimonials,testimonials_subtitle,"Trusted by families seeking thoughtful, personalized, and long-term education planning.",我們陪伴重視長期規劃、個性化成長與高品質教育選擇的家庭。,,,,,,,,,,,,,
Home,Testimonials,testimonial_1,Animetro helped us see our child’s strengths more clearly and build a realistic education pathway instead of only chasing school names.,Animetro 幫助我們更清楚地看見孩子的優勢，並建立實際可行的教育路徑，而不是單純追逐學校名氣。,,,,,,,,,,,,,
Home,Testimonials,testimonial_1_author,Parent of Grade 7 Student,七年級學生家長,,,,,,,,,,,,,
Home,Testimonials,testimonial_2,"The consultation was thoughtful, strategic, and very family-centered. We felt supported not only in school planning, but also in understanding our child’s long-term development.",整個諮詢過程非常細緻、有策略，也很重視家庭本身的需求。我們得到的不只是選校建議，更是對孩子長期成長方向的理解。,,,,,,,,,,,,,
Home,Testimonials,testimonial_2_author,Private School Application Family,私校申請家庭,,,,,,,,,,,,,
Home,Testimonials,testimonial_3,"Emily’s guidance helped us organize our child’s academic profile, activities, and personal story into a much clearer direction.",Emily 的指導幫助我們把孩子的學術背景、活動經歷與個人故事整理成更清晰的發展方向。,,,,,,,,,,,,,
Home,Testimonials,testimonial_3_author,University Planning Family,大學規劃家庭,,,,,,,,,,,,,
Home,Process,process_title,Our Consulting Process,我們的諮詢流程,,,,,,,,,,,,,
Home,Process,process_subtitle,"A clear, personalized, and family-centered pathway from initial consultation to long-term student growth.",從初步諮詢到長期成長規劃，為每個家庭建立清晰、個性化且以學生為中心的升學路徑。,,,,,,,,,,,,,
Home,Process,process_step_1_title,Initial Family Consultation,初步家庭諮詢,,,,,,,,,,,,,
Home,Process,process_step_1_desc,"We begin by understanding the student’s background, family educational philosophy, academic goals, and long-term development vision.",我們首先深入了解學生背景、家庭教育理念、學術目標與長期發展方向。,,,,,,,,,,,,,
Home,Process,process_step_2_title,Student Profile & Holistic Assessment,學生畫像與背景評估,,,,,,,,,,,,,
Home,Process,process_step_2_desc,"We evaluate academic ability, interests, personality, extracurricular experiences, strengths, challenges, and future potential.",我們從學術能力、興趣特長、性格特質、課外活動經歷、優勢、挑戰與未來潛力進行整體評估。,,,,,,,,,,,,,
Home,Process,process_step_3_title,Personalized Strategic Pathway Planning,個性化路徑策略制定,,,,,,,,,,,,,
Home,Process,process_step_3_desc,"We design a customized academic, extracurricular, competition, school selection, and application strategy based on each student’s profile and family goals.",我們根據學生特點與家庭目標，制定個性化的學術、活動、競賽、選校與申請策略。,,,,,,,,,,,,,
Home,Process,process_step_4_title,Ongoing Mentorship & Implementation Support,持續規劃與執行支持,,,,,,,,,,,,,
Home,Process,process_step_4_desc,"We provide continuous guidance, progress review, application support, strategic adjustment, and family education advisory throughout the student journey.",我們在學生發展過程中提供持續跟進、進度檢視、申請支持、策略調整與家庭教育顧問服務。,,,,,,,,,,,,,
Home,FAQ,faq_title,Frequently Asked Questions,常见问题,,,,,Approved,FAQ 标题,,,,,,,
Home,FAQ,faq_1_q,Who do you work with?,你們主要服務哪些家庭？,,,,,Approved,FAQ 问题,,,,,,,
Home,FAQ,faq_1_a,"We work with families seeking strategic education planning for private school, university, GPA management, STEAM, athletics, and gifted learner development.",我們服務希望進行私校申請、大學申請、GPA 管理、STEAM 發展、學生運動員規劃與招募，以及天賦學生與多元學習學生發展的家庭。,,,,,Approved,FAQ 回答,,,,,,,
Home,FAQ,faq_2_q,Do you provide both English and Chinese support?,你們提供英文和中文服務嗎？,,,,,Approved,FAQ 问题,,,,,,,
Home,FAQ,faq_2_a,Yes. Animetro provides bilingual communication support while keeping the website English and Chinese versions separate.,是的。艾美加教育顧問可以提供中英文沟通支持，但网站会保持英文版和中文版分开显示。,,,,,Approved,FAQ 回答,,,,,,,
Home,FAQ,faq_3_q,How are you different from traditional admissions agencies?,你們和傳統升學機構最大的不同是什麼？,,,,,,FAQ 问题,,,,,,,
Home,FAQ,faq_3_a,"Animetro Education Consulting is not a large-scale transactional admissions agency. We operate as a boutique, deeply personalized education consulting practice focused on long-term growth, educational fit, whole-person development, and sustainable strategic planning.",艾美加教育顧問不是大型流水線式升學機構，而是精品化、深度陪伴型的教育顧問服務。我們不只關注短期申請包裝，而更重視學生的長期成長路徑、教育環境匹配、自我認同建立、完整人格發展與可持續的教育策略。,,,,,Approved,FAQ 回答,,,,,,,
Home,FAQ,faq_4_q,Do you only help with school applications?,你們只是幫學生申請學校嗎？,,,,,Approved,FAQ 问题,,,,,,,
Home,FAQ,faq_4_a,"No. We do not only help students complete one application. We provide long-term support in educational strategy, academic planning, activity development, school selection, family decision-making, student well-being, and future identity building.",不是。我們不只是協助學生完成一次申請，而是從長期教育策略、學業管理、活動發展、學校選擇、家庭決策、心理健康與學生未來身份塑造等方面提供整體支持。,,,,,Approved,FAQ 回答,,,,,,,
Home,FAQ,faq_5_q,"Do you support gifted, neurodivergent, or highly sensitive students?",你們支持天賦、多元學習或高敏感學生嗎？,,,,,Approved,FAQ 问题,,,,,,,
Home,FAQ,faq_5_a,"Yes. We pay close attention to students’ cognitive profiles, emotional needs, executive function, school adjustment, identity development, and long-term growth. Many high-potential students need a more personalized support system to thrive.",是的。我們特別關注學生的認知方式、情緒需求、執行功能、學校適應、自我認同與長期發展。很多高潛力學生需要更個性化的支持系統，才能真正穩定成長。,,,,,Approved,FAQ 回答,,,,,,,
,,,,,,,,,,,,,,,,,
Home,Footer,footer_tagline,Strategic education consulting for future-ready students.,面向未來學生的戰略教育諮詢,,,,,Approved,页脚标语,,,,,,,
Home,Footer,footer_contact,Contact Animetro Education Consulting,联系 艾美加教育顧問,,,,,Approved,页脚联系,,,,,,,
Home,Education Strategy,education_strategy_title,Comprehensive Strategetic Education Strategy,全方位戰略教育規劃,,,,,Approved,区块标题,,,,,,,
Home,Education Strategy,education_strategy_subtitle,Build a clear long-term academic and personal growth pathway.,建立清晰的長期學業與個人成長路徑,,,,,Approved,区块副标题,,,,,,,
Home,Education Strategy,education_strategy_desc,"We help families understand the student’s strengths, academic profile, personality, interests, and future goals, then design a practical education roadmap.",我們幫助家庭理解學生的優勢、學業背景、性格特點、興趣方向與未來目標，並據此制定可執行的教育路線圖。,,,,,Approved,区块说明,,,,,,,
Home,Education Strategy,education_strategy_point_1,School selection and pathway planning,學校選擇與路徑規劃,,,,,Approved,要点,,,,,,,
Home,Education Strategy,education_strategy_point_2,Course planning and academic direction,課程規劃與學業方向,,,,,Approved,要点,,,,,,,
Home,Education Strategy,education_strategy_point_3,Extracurricular and enrichment strategy,課外活動與背景提升策略,,,,,Approved,要点,,,,,,,
Home,Education Strategy,education_strategy_point_4,Family decision-making support,家庭教育决策支持,,,,,Approved,要点,,,,,,,
,,,,,,,,,,,,,,,,,
Home,Prep School Admissions,prep_title,Elite Private School Applications,菁英私校申请,,,,,Approved,区块标题,,,,,,,
Home,Prep School Admissions,prep_subtitle,"Personalized guidance for private school, boarding school...",為 4–19 歲學生提供私立學校與寄宿學校申請指導,,,,,Approved,区块副标题,,,,,,,
Home,Prep School Admissions,prep_desc,"We support families through school research, student positioning, application planning, interviews, essays, parent communication, and final school decision-making.",我們為家庭提供學校調研、學生定位、申請規劃、面試準備、文書支持、家長溝通與最終擇校決策支持，涵蓋小學、初中、高中、私立學校與寄宿學校申請。,,,,,Approved,区块说明,,,,,,,
Home,Prep School Admissions,prep_point_1,School list strategy,學校名單策略,,,,,Approved,要点,,,,,,,
Home,Prep School Admissions,prep_point_2,Student profile positioning,學生背景定位,,,,,Approved,要点,,,,,,,
Home,Prep School Admissions,prep_point_3,Interview and application preparation,面試與申請準備,,,,,Approved,要点,,,,,,,
Home,Prep School Admissions,prep_point_4,Parent communication and decision support,家長溝通與擇校決策支持,,,,,Approved,要点,,,,,,,
,,,,,,,,,,,,,,,,,
Home,University Admissions,university_title,University Admissions,大學申請,,,,,Approved,区块标题,,,,,,,
Home,University Admissions,university_subtitle,"Strategic planning for university applications, essays, activities, and academic positioning.",建立有競爭力的美國及加拿大大學申請策略,,,,,Approved,区块副标题,,,,,,,
Home,University Admissions,university_desc,"We help students build a strong application narrative based on academic performance, interests, extracurricular activities, leadership, personal story, and future direction.",我們幫助學生基於學業表現、興趣方向、課外活動、領導力、個人故事與未來目標，建立有競爭力的大學申請敘事。,,,,,Approved,区块说明,,,,,,,
Home,University Admissions,university_point_1,Major and university fit strategy,美國及加拿大大學匹配策略,,,,,Approved,要点,,,,,,,
Home,University Admissions,university_point_2,Activity and leadership development,活動與領導力發展,,,,,Approved,要点,,,,,,,
Home,University Admissions,university_point_3,Essay and application narrative planning,文書與申請故事線規劃,,,,,Approved,要点,,,,,,,
Home,University Admissions,university_point_4,Scholarship and financial aid strategy,獎學金與助學金策略,,,,,Approved,要点,,,,,,,
,,,,,,,,,,,,,,,,,
Home,University Admissions,university_language_training_title,TOEFL & IELTS Language Training,TOEFL 与 IELTS 语言培训,,,,,Approved,大学申请语言培训标题,,,,,,,
Home,University Admissions,university_language_training_desc,"We support students with TOEFL and IELTS preparation as part of their university application planning, helping them strengthen English proficiency for admissions and academic readiness.",我们在大学申请规划中为学生提供 TOEFL 与 IELTS 备考支持，帮助学生提升申请与学术准备所需的英语能力。,,,,,Approved,大学申请语言培训说明,,,,,,,
Home,University Admissions,university_language_training_point_1,English proficiency test preparation,英语语言能力考试准备,,,,,Approved,大学申请语言培训要点,,,,,,,
Home,University Admissions,university_language_training_point_2,"Reading, writing, listening, and speaking support",阅读、写作、听力与口语支持,,,,,Approved,大学申请语言培训要点,,,,,,,
Home,University Admissions,university_language_training_point_3,Application-focused language improvement,面向申请目标的语言能力提升,,,,,Approved,大学申请语言培训要点,,,,,,,
Home,University Admissions,university_language_training_point_4,Study planning for international students,国际学生学习规划,,,,,Approved,大学申请语言培训要点,,,,,,,
,,,,,,,,,,,,,,,,,
Home,GPA Management,gpa_title,"GPA Management, Course Strategy & School Communication",GPA 管理、選課策略與學校溝通,,,,,Approved,区块标题,,,,,,,
Home,GPA Management,gpa_subtitle,Academic performance planning for stronger grades and healthier study routines.,提升學業表現，建立健康有效的學習系統,,,,,Approved,区块副标题,,,,,,,
Home,GPA Management,gpa_desc,"We help students identify academic gaps, improve study systems, plan course choices, manage workload, and build stronger communication with school and teachers.",我們幫助學生識別學業短板、改善學習系統、規劃選課、管理學習壓力，並建立更有效的學校與老師溝通方式。,,,,,Approved,区块说明,,,,,,,
Home,GPA Management,gpa_point_1,Course selection and workload planning,選課與學習負荷規劃,,,,,Approved,要点,,,,,,,
Home,GPA Management,gpa_point_2,Study routine and time management,學習習慣與時間管理,,,,,Approved,要点,,,,,,,
Home,GPA Management,gpa_point_3,Grade improvement strategy,成績提升策略,,,,,Approved,要点,,,,,,,
Home,GPA Management,gpa_point_4,School communication support,學校溝通支持,,,,,Approved,要点,,,,,,,
,,,,,,,,,,,,,,,,,
Home,STEAM Pathway,steam_title,STEAM Pathway,STEAM 成長路徑,,,,,Approved,区块标题,,,,,,,
Home,STEAM Pathway,steam_subtitle,"Build interdisciplinary strength through science, technology, engineering, arts, and mathematics.",建立跨學科競爭力與未來學術身份,,,,,Approved,区块副标题,,,,,,,
Home,STEAM Pathway,steam_desc,"We help students develop project-based experiences, competition pathways, research interests, robotics exposure, creative technology skills, and long-term STEM identity.",我們幫助學生透過科學、技術、工程、藝術與數學方向，發展項目式學習經歷、競賽路徑、研究興趣、機器人方向、創意科技能力與長期 STEM/STEAM 身份定位,,,,,Approved,区块说明,,,,,,,
Home,STEAM Pathway,steam_point_1,Robotics and engineering exposure,機器人與工程方向探索,,,,,Approved,要点,,,,,,,
Home,STEAM Pathway,steam_point_2,Competition and project planning,競賽與項目規劃,,,,,Approved,要点,,,,,,,
Home,STEAM Pathway,steam_point_3,Research and innovation development,研究與創新能力發展,,,,,Approved,要点,,,,,,,
Home,STEAM Pathway,steam_point_4,STEM identity building for applications,面向申請的 STEM/STEAM 身份塑造,,,,,Approved,要点,,,,,,,
,,,,,,,,,,,,,,,,,
Home,Student-Athlete,athlete_title,Student-Athlete Planning & Recruiting,學生運動員規劃與招募,,,,,Approved,区块标题,,,,,,,
Home,Student-Athlete,athlete_subtitle,"Support for students balancing academics, athletic development, and admissions goals.",在學業、運動與升學目標之間建立平衡路徑,,,,,Approved,区块副标题,,,,,,,
